,negative_sum,positive_sum,total_sum,sentiment_score,average_score
2021-09-14,28,21,49,20.091611177660525,0.4100328811767454
2021-09-15,25,24,49,22.391511510126293,0.4569696226556386
2021-09-16,14,21,35,17.437444744631648,0.4982127069894757
2021-09-17,19,15,34,13.473349458072335,0.396274984060951
2021-09-18,30,8,38,9.98881286708638,0.2628634965022732
2021-09-19,32,15,47,17.205272952560335,0.36606963728851777
2021-09-20,24,51,75,47.29800069332123,0.6306400092442831
2021-09-21,14,24,38,20.59695507073775,0.5420251334404671
2021-09-22,32,24,56,22.917203332763165,0.40923577379934223
2021-09-23,18,21,39,19.58852198626846,0.5022697945197041
2021-09-24,28,20,48,19.540985479019582,0.4071038641462413
2021-09-25,27,16,43,16.221953897271305,0.3772547417970071
2021-09-26,17,8,25,7.983506030868739,0.3193402412347496
2021-09-27,15,10,25,9.205807802733034,0.36823231210932134
2021-09-28,25,15,40,14.863884761929512,0.3715971190482378
2021-09-29,17,11,28,9.991374810226262,0.3568348146509379
2021-09-30,30,17,47,16.740823251660913,0.3561877287587428
2021-10-01,29,11,40,10.58028949657455,0.26450723741436377
2021-10-02,18,13,31,12.17748178448528,0.39282199304791227
2021-10-03,13,23,36,17.931745319860056,0.49810403666277936
2021-10-04,15,7,22,6.35683130286634,0.28894687740301545
2021-10-05,19,6,25,6.988568803761154,0.27954275215044616
2021-10-06,24,15,39,14.308341250754893,0.3668805448911511
2021-10-07,31,17,48,16.682367796543986,0.34754932909466635
2021-10-08,30,16,46,15.75034949509427,0.34239890206726675
2021-10-09,28,7,35,8.083315812051296,0.23095188034432276
2021-10-10,21,10,31,9.680794418323785,0.3122836909136705
2021-10-11,23,19,42,16.377215129788965,0.38993369356640395
2021-10-12,30,10,40,10.005846031475812,0.2501461507868953
2021-10-13,27,16,43,17.183875852730125,0.3996250198309331
2021-10-14,16,13,29,11.934031056240201,0.41151831228414487
2021-10-15,14,14,28,13.521010789787397,0.482893242492407
