,negative_sum,positive_sum,total_sum,sentiment_score,average_score,lda_0,lda_1,lda_2,lda_3,lda_4,lda_5,lda_6,follow>10k,male,in_area,registration<2015,time_interval
2020-04-17,23,59,82,47.19064029445872,0.5754956133470576,0.0,0.036585365853658534,0.32926829268292684,0.012195121951219513,0.573170731707317,0.024390243902439025,0.0,0.21951219512195122,0.32926829268292684,0.3902439024390244,0.5609756097560976,1
2020-04-18,32,93,125,83.56077407300472,0.6684861925840377,0.0,0.0,0.056,0.008,0.88,0.032,0.0,0.432,0.256,0.656,0.664,1
2020-04-19,24,116,140,99.11688653333113,0.7079777609523652,0.0,0.007142857142857143,0.12857142857142856,0.014285714285714285,0.8214285714285714,0.02142857142857143,0.0,0.42142857142857143,0.3,0.55,0.6785714285714286,1
2020-04-20,24,112,136,96.41045092698187,0.708900374463102,0.007352941176470588,0.03676470588235294,0.09558823529411764,0.08088235294117647,0.7132352941176471,0.051470588235294115,0.0,0.35294117647058826,0.3897058823529412,0.5882352941176471,0.6176470588235294,1
2020-04-21,13,77,90,63.75540070794523,0.7083933411993915,0.0,0.022222222222222223,0.044444444444444446,0.03333333333333333,0.7666666666666667,0.1,0.011111111111111112,0.4444444444444444,0.24444444444444444,0.3888888888888889,0.4777777777777778,1
2020-04-22,24,35,59,31.617259708000347,0.5358857577627177,0.01694915254237288,0.06779661016949153,0.05084745762711865,0.11864406779661017,0.5084745762711864,0.2033898305084746,0.01694915254237288,0.3220338983050847,0.5254237288135594,0.5254237288135594,0.6949152542372882,1
2020-04-23,63,19,82,30.58203638996929,0.3729516632923084,0.0,0.012195121951219513,0.14634146341463414,0.524390243902439,0.2073170731707317,0.07317073170731707,0.0,0.08536585365853659,0.2804878048780488,0.3902439024390244,0.6341463414634146,1
2020-04-24,16,36,52,30.780327847227454,0.591929381677451,0.038461538461538464,0.057692307692307696,0.07692307692307693,0.11538461538461539,0.5961538461538461,0.07692307692307693,0.0,0.34615384615384615,0.28846153846153844,0.5384615384615384,0.46153846153846156,1
2020-04-25,8,11,19,10.138094779103994,0.5335839357423154,0.0,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.42105263157894735,0.10526315789473684,0.0,0.2631578947368421,0.42105263157894735,0.5263157894736842,0.631578947368421,1
2020-04-26,4,9,13,7.967827381566167,0.6129097985820129,0.0,0.0,0.07692307692307693,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.8461538461538461,0.7692307692307693,1
2020-04-27,8,6,14,5.808813203126192,0.41491522879472803,0.0,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.42857142857142855,0.14285714285714285,0.0,0.21428571428571427,0.5,0.7857142857142857,0.8571428571428571,1
2020-04-28,15,25,40,21.603583480697125,0.5400895870174282,0.025,0.05,0.075,0.325,0.4,0.075,0.0,0.225,0.575,0.625,0.6,1
2020-04-29,21,77,98,65.98291381588206,0.673295038937572,0.0,0.0,0.02040816326530612,0.030612244897959183,0.8877551020408163,0.05102040816326531,0.01020408163265306,0.3673469387755102,0.37755102040816324,0.6122448979591837,0.6530612244897959,1
2020-04-30,21,33,54,28.985080428421497,0.5367607486744722,0.0,0.018518518518518517,0.16666666666666666,0.05555555555555555,0.5740740740740741,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.42592592592592593,0.5925925925925926,0.7037037037037037,1
2020-05-01,10,78,88,64.02179165184498,0.7275203596800566,0.0,0.0,0.19318181818181818,0.6022727272727273,0.14772727272727273,0.045454545454545456,0.0,0.5454545454545454,0.3977272727272727,0.5568181818181818,0.6136363636363636,1
2020-05-02,2,30,32,24.4555958583951,0.7642373705748469,0.0,0.0,0.125,0.25,0.625,0.0,0.0,0.625,0.25,0.625,0.75,1
2020-05-03,7,35,42,30.1837223097682,0.7186600549944809,0.0,0.047619047619047616,0.0,0.21428571428571427,0.6666666666666666,0.023809523809523808,0.023809523809523808,0.5238095238095238,0.3333333333333333,0.6428571428571429,0.6428571428571429,1
2020-05-04,2,7,9,5.977329381741583,0.6641477090823982,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.4444444444444444,1.0,1
2020-05-05,11,9,20,9.24965589446947,0.4624827947234735,0.05,0.0,0.4,0.05,0.3,0.2,0.0,0.25,0.7,0.8,0.9,1
2020-05-06,6,11,17,9.79557806160301,0.5762104742119417,0.0,0.0,0.47058823529411764,0.0,0.4117647058823529,0.11764705882352941,0.0,0.23529411764705882,0.4117647058823529,0.7647058823529411,0.7058823529411765,1
2020-05-07,39,22,61,19.229021773207933,0.31522986513455625,0.01639344262295082,0.0,0.4918032786885246,0.08196721311475409,0.22950819672131148,0.04918032786885246,0.0,0.11475409836065574,0.5409836065573771,0.6885245901639344,0.819672131147541,1
2020-05-08,6,5,11,4.109006345272064,0.37354603138836945,0.0,0.0,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.0,0.2727272727272727,0.2727272727272727,0.6363636363636364,0.7272727272727273,1
2020-05-09,4,7,11,6.39079893566668,0.5809817214242436,0.0,0.0,0.2727272727272727,0.09090909090909091,0.5454545454545454,0.0,0.0,0.45454545454545453,0.18181818181818182,0.7272727272727273,0.6363636363636364,1
2020-05-10,3,6,9,5.223427884280682,0.5803808760311868,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.8888888888888888,0.4444444444444444,1
2020-05-11,4,9,13,8.910499406978488,0.6854230313060375,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.6153846153846154,0.0,0.07692307692307693,0.38461538461538464,0.7692307692307693,0.5384615384615384,0.46153846153846156,1
2020-05-12,2,4,6,3.503359839320183,0.5838933065533638,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,1
2020-05-13,10,8,18,7.183479844592512,0.39908221358847284,0.05555555555555555,0.0,0.16666666666666666,0.0,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.6111111111111112,0.7222222222222222,1
2020-05-14,9,5,14,5.073575378395617,0.36239824131397264,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.5,0.7142857142857143,0.6428571428571429,1
2020-05-15,6,3,9,3.236250501126051,0.35958338901400566,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.5555555555555556,0.7777777777777778,0.6666666666666666,1
2020-05-16,3,1,4,1.4972470179200172,0.3743117544800043,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.75,0.75,0.75,1
2020-05-17,11,21,32,17.985648247413337,0.5620515077316668,0.03125,0.0,0.09375,0.0,0.8125,0.0625,0.0,0.46875,0.3125,0.625,0.71875,2
2020-05-18,0,12,12,10.281680941581726,0.8568067451318105,0.0,0.0,0.0,0.08333333333333333,0.75,0.0,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.8333333333333334,0.75,1
2020-05-19,5,4,9,3.3254516166634858,0.36949462407372063,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.7777777777777778,1
2020-05-20,1,4,5,3.520592308603227,0.7041184617206454,0.0,0.2,0.0,0.2,0.2,0.0,0.4,0.6,0.8,0.2,0.6,1
2020-05-21,3,3,6,2.8538530860096216,0.4756421810016036,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334,2
2020-05-22,7,6,13,5.4900506269186735,0.4223115866860518,0.15384615384615385,0.0,0.38461538461538464,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.38461538461538464,0.7692307692307693,0.38461538461538464,0.7692307692307693,1
2020-05-23,3,2,5,1.5417142594233155,0.3083428518846631,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.2,0.6,0.6,0.8,1
2020-05-24,0,3,3,2.7444698214530945,0.9148232738176981,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
2020-05-25,5,4,9,4.1885809153318405,0.4653978794813156,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.6666666666666666,3
2020-05-26,4,4,8,3.8522324580699205,0.48152905725874007,0.0,0.0,0.25,0.0,0.25,0.375,0.125,0.125,0.75,0.375,0.25,1
2020-05-27,2,5,7,4.65287434309721,0.6646963347281728,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.42857142857142855,1
2020-05-28,5,6,11,5.466941008809954,0.4969946371645413,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.5454545454545454,0.36363636363636365,0.45454545454545453,1
2020-05-29,2,2,4,2.182873122394085,0.5457182805985212,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.25,0.25,0.5,1.0,1
2020-05-30,0,2,2,1.4600697755813599,0.7300348877906799,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,2
2020-05-31,3,2,5,1.7306105243042111,0.3461221048608422,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.2,0.6,1.0,3
2020-06-01,2,6,8,4.690743527375162,0.5863429409218952,0.0,0.0,0.125,0.125,0.125,0.375,0.25,0.125,0.25,0.75,0.75,4
2020-06-02,8,7,15,7.065696342848241,0.4710464228565494,0.0,0.0,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.26666666666666666,0.6,0.6,1
2020-06-03,3,9,12,7.856087408959866,0.6546739507466555,0.0,0.0,0.08333333333333333,0.25,0.0,0.3333333333333333,0.3333333333333333,0.25,0.5833333333333334,0.25,0.5833333333333334,1
2020-06-04,3,6,9,5.564500335603952,0.6182778150671058,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.5555555555555556,1
2020-06-05,9,24,33,16.491313678678125,0.4997367781417614,0.0,0.09090909090909091,0.09090909090909091,0.030303030303030304,0.7272727272727273,0.06060606060606061,0.0,0.42424242424242425,0.3939393939393939,0.6060606060606061,0.696969696969697,1
2020-06-06,25,8,33,8.17501511471346,0.24772773074889273,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.6666666666666666,0.12121212121212122,0.12121212121212122,0.45454545454545453,0.3939393939393939,0.5757575757575758,1
2020-06-07,14,9,23,8.744860745500773,0.3802113367609032,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0,0.13043478260869565,0.391304347826087,0.2608695652173913,0.08695652173913043,0.5217391304347826,0.391304347826087,0.5217391304347826,1
2020-06-08,5,16,21,12.581421915441751,0.59911532930675,0.0,0.0,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.47619047619047616,0.19047619047619047,0.2857142857142857,0.6666666666666666,0.5238095238095238,0.47619047619047616,1
2020-06-09,7,10,17,8.132290909998119,0.4783700535293011,0.0,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.7058823529411765,0.35294117647058826,0.5882352941176471,1
2020-06-10,2,5,7,4.177166189067066,0.5967380270095808,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,1
2020-06-11,4,7,11,5.833978146314621,0.5303616496649656,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.36363636363636365,0.6363636363636364,0.7272727272727273,1
